x,y,z
0.000743775,0.999256,-0.064968
0.000766828,0.999233,-0.0659665
0.000790231,0.99921,-0.0669649
0.000813985,0.999186,-0.0679633
0.000838088,0.999162,-0.0689617
0.00086254,0.999137,-0.06996
0.000887343,0.999113,-0.0709583
0.000912495,0.999088,-0.0719565
0.000937996,0.999062,-0.0729546
0.000963847,0.999036,-0.0739527
0.000990047,0.99901,-0.0749508
0.0010166,0.998983,-0.0759488
0.00104349,0.998957,-0.0769467
0.00107074,0.998929,-0.0779446
0.00109834,0.998902,-0.0789425
0.00112628,0.998874,-0.0799403
0.00115457,0.998845,-0.080938
0.00118321,0.998817,-0.0819357
0.0012122,0.998788,-0.0829333
0.00124154,0.998758,-0.0839309
0.00127122,0.998729,-0.0849284
0.00130126,0.998699,-0.0859258
0.00133164,0.998668,-0.0869232
0.00136236,0.998638,-0.0879205
0.00139344,0.998607,-0.0889178
0.00142486,0.998575,-0.089915
0.00145663,0.998543,-0.0909121
0.00148875,0.998511,-0.0919092
0.00152121,0.998479,-0.0929062
0.00155402,0.998446,-0.0939032
0.00158718,0.998413,-0.0949
0.00162068,0.998379,-0.0958969
0.00165453,0.998345,-0.0968936
0.00168872,0.998311,-0.0978903
0.00172326,0.998277,-0.0988869
0.00175815,0.998242,-0.0998835
0.00179338,0.998207,-0.10088
0.00182896,0.998171,-0.101876
0.00186488,0.998135,-0.102873
0.00190115,0.998099,-0.103869
0.00193777,0.998062,-0.104865
0.00197472,0.998025,-0.105861
0.00201203,0.997988,-0.106857
0.00204967,0.99795,-0.107853
0.00208767,0.997912,-0.108849
0.002126,0.997874,-0.109845
0.00216468,0.997835,-0.110841
0.0022037,0.997796,-0.111836
0.00224307,0.997757,-0.112832
0.00228278,0.997717,-0.113828
0.00232284,0.997677,-0.114823
0.00236323,0.997637,-0.115818
0.00240397,0.997596,-0.116814
0.00244506,0.997555,-0.117809
0.00248648,0.997514,-0.118804
0.00252825,0.997472,-0.119799
0.00257036,0.99743,-0.120794
0.00261281,0.997387,-0.121789
0.0026556,0.997344,-0.122784
0.00269874,0.997301,-0.123778
0.00274221,0.997258,-0.124773
0.00278603,0.997214,-0.125767
0.00283019,0.99717,-0.126762
0.00287469,0.997125,-0.127756
0.00291953,0.99708,-0.128751
0.00296471,0.997035,-0.129745
0.00301023,0.99699,-0.130739
0.0030561,0.996944,-0.131733
0.0031023,0.996898,-0.132727
0.00314884,0.996851,-0.133721
0.00319572,0.996804,-0.134714
0.00324294,0.996757,-0.135708
0.0032905,0.99671,-0.136702
0.00333839,0.996662,-0.137695
0.00338663,0.996613,-0.138688
0.00343521,0.996565,-0.139682
0.00348412,0.996516,-0.140675
0.00353337,0.996467,-0.141668
0.00358296,0.996417,-0.142661
0.00363288,0.996367,-0.143654
0.00368315,0.996317,-0.144647
0.00373375,0.996266,-0.145639
0.00378469,0.996215,-0.146632
0.00383596,0.996164,-0.147624
0.00388757,0.996112,-0.148617
0.00393952,0.99606,-0.149609
0.0039918,0.996008,-0.150601
0.00404442,0.995956,-0.151593
0.00409738,0.995903,-0.152585
0.00415067,0.995849,-0.153577
0.00420429,0.995796,-0.154569
0.00425825,0.995742,-0.155561
0.00431255,0.995687,-0.156552
0.00436718,0.995633,-0.157544
0.00442214,0.995578,-0.158535
0.00447744,0.995523,-0.159526
0.00453307,0.995467,-0.160517
0.00458903,0.995411,-0.161508
0.00464533,0.995355,-0.162499
0.00470196,0.995298,-0.16349
0.00475893,0.995241,-0.164481
0.00481622,0.995184,-0.165471
0.00487385,0.995126,-0.166462
0.00493181,0.995068,-0.167452
0.0049901,0.99501,-0.168443
0.00504873,0.994951,-0.169433
0.00510768,0.994892,-0.170423
0.00516697,0.994833,-0.171413
0.00522659,0.994773,-0.172403
0.00528653,0.994713,-0.173392
0.00534681,0.994653,-0.174382
0.00540742,0.994593,-0.175371
0.00546836,0.994532,-0.176361
0.00552963,0.99447,-0.17735
0.00559122,0.994409,-0.178339
0.00565315,0.994347,-0.179328
0.0057154,0.994285,-0.180317
0.00577799,0.994222,-0.181306
0.0058409,0.994159,-0.182294
0.00590414,0.994096,-0.183283
0.0059677,0.994032,-0.184271
0.0060316,0.993968,-0.185259
0.00609582,0.993904,-0.186248
0.00616037,0.99384,-0.187236
0.00622524,0.993775,-0.188223
0.00629044,0.99371,-0.189211
0.00635597,0.993644,-0.190199
0.00642182,0.993578,-0.191186
0.006488,0.993512,-0.192174
0.00655451,0.993445,-0.193161
0.00662134,0.993379,-0.194148
0.00668849,0.993312,-0.195135
0.00675597,0.993244,-0.196122
0.00682377,0.993176,-0.197109
0.0068919,0.993108,-0.198096
0.00696035,0.99304,-0.199082
0.00702912,0.992971,-0.200068
0.00709822,0.992902,-0.201055
0.00716764,0.992832,-0.202041
0.00723738,0.992763,-0.203027
0.00730744,0.992693,-0.204013
0.00737783,0.992622,-0.204998
0.00744854,0.992551,-0.205984
0.00751956,0.99248,-0.206969
0.00759091,0.992409,-0.207955
0.00766258,0.992337,-0.20894
0.00773457,0.992265,-0.209925
0.00780689,0.992193,-0.21091
0.00787952,0.99212,-0.211894
0.00795247,0.992048,-0.212879
0.00802574,0.991974,-0.213864
0.00809933,0.991901,-0.214848
0.00817323,0.991827,-0.215832
0.00824746,0.991753,-0.216816
0.008322,0.991678,-0.2178
0.00839686,0.991603,-0.218784
0.00847204,0.991528,-0.219768
0.00854754,0.991452,-0.220751
0.00862335,0.991377,-0.221734
0.00869948,0.991301,-0.222718
0.00877593,0.991224,-0.223701
0.00885269,0.991147,-0.224684
0.00892977,0.99107,-0.225666
0.00900716,0.990993,-0.226649
0.00908487,0.990915,-0.227632
0.00916289,0.990837,-0.228614
0.00924123,0.990759,-0.229596
0.00931988,0.99068,-0.230578
0.00939885,0.990601,-0.23156
0.00947812,0.990522,-0.232542
0.00955772,0.990442,-0.233524
0.00963762,0.990362,-0.234505
0.00971784,0.990282,-0.235486
0.00979837,0.990202,-0.236467
0.00987921,0.990121,-0.237449
0.00996036,0.99004,-0.238429
0.0100418,0.989958,-0.23941
0.0101236,0.989876,-0.240391
0.0102057,0.989794,-0.241371
0.0102881,0.989712,-0.242351
0.0103708,0.989629,-0.243331
0.0104538,0.989546,-0.244311
0.0105371,0.989463,-0.245291
0.0106208,0.989379,-0.246271
0.0107047,0.989295,-0.24725
0.010789,0.989211,-0.24823
0.0108735,0.989126,-0.249209
0.0109584,0.989042,-0.250188
0.0110436,0.988956,-0.251167
0.011129,0.988871,-0.252145
0.0112148,0.988785,-0.253124
0.0113009,0.988699,-0.254102
0.0113873,0.988613,-0.255081
0.011474,0.988526,-0.256059
0.011561,0.988439,-0.257037
0.0116484,0.988352,-0.258014
0.011736,0.988264,-0.258992
0.0118239,0.988176,-0.259969
0.0119121,0.988088,-0.260947
0.0120007,0.987999,-0.261924
0.0120895,0.98791,-0.262901
0.0121786,0.987821,-0.263877
0.0122681,0.987732,-0.264854
0.0123578,0.987642,-0.26583
0.0124479,0.987552,-0.266807
0.0125382,0.987462,-0.267783
0.0126289,0.987371,-0.268759
0.0127198,0.98728,-0.269735
0.0128111,0.987189,-0.27071
0.0129026,0.987097,-0.271686
0.0129945,0.987006,-0.272661
0.0130866,0.986913,-0.273636
0.0131791,0.986821,-0.274611
0.0132718,0.986728,-0.275586
0.0133649,0.986635,-0.27656
0.0134582,0.986542,-0.277535
0.0135519,0.986448,-0.278509
0.0136458,0.986354,-0.279483
0.01374,0.98626,-0.280457
0.0138346,0.986165,-0.281431
0.0139294,0.986071,-0.282405
0.0140245,0.985975,-0.283378
0.01412,0.98588,-0.284351
0.0142157,0.985784,-0.285324
0.0143117,0.985688,-0.286297
0.014408,0.985592,-0.28727
0.0145046,0.985495,-0.288243
0.0146015,0.985398,-0.289215
0.0146987,0.985301,-0.290187
0.0147962,0.985204,-0.291159
0.014894,0.985106,-0.292131
0.014992,0.985008,-0.293103
0.0150904,0.98491,-0.294074
0.0151891,0.984811,-0.295046
0.015288,0.984712,-0.296017
0.0153872,0.984613,-0.296988
0.0154868,0.984513,-0.297958
0.0155866,0.984413,-0.298929
0.0156867,0.984313,-0.299899
0.0157871,0.984213,-0.30087
0.0158878,0.984112,-0.30184
0.0159888,0.984011,-0.30281
0.01609,0.98391,-0.303779
0.0161916,0.983808,-0.304749
0.0162934,0.983707,-0.305718
0.0163955,0.983604,-0.306687
0.016498,0.983502,-0.307656
0.0166007,0.983399,-0.308625
0.0167037,0.983296,-0.309594
0.0168069,0.983193,-0.310562
0.0169105,0.98309,-0.311531
0.0170143,0.982986,-0.312499
0.0171185,0.982882,-0.313467
0.0172229,0.982777,-0.314434
0.0173276,0.982672,-0.315402
0.0174326,0.982567,-0.316369
0.0175378,0.982462,-0.317336
0.0176434,0.982357,-0.318303
0.0177492,0.982251,-0.31927
0.0178553,0.982145,-0.320237
0.0179617,0.982038,-0.321203
0.0180684,0.981932,-0.322169
0.0181754,0.981825,-0.323135
0.0182826,0.981717,-0.324101
0.0183901,0.98161,-0.325067
0.0184979,0.981502,-0.326032
0.018606,0.981394,-0.326997
0.0187144,0.981286,-0.327963
0.018823,0.981177,-0.328927
0.0189319,0.981068,-0.329892
0.0190411,0.980959,-0.330857
0.0191506,0.980849,-0.331821
0.0192604,0.98074,-0.332785
0.0193704,0.98063,-0.333749
0.0194807,0.980519,-0.334713
0.0195913,0.980409,-0.335676
0.0197021,0.980298,-0.33664
0.0198133,0.980187,-0.337603
0.0199247,0.980075,-0.338566
0.0200364,0.979964,-0.339529
0.0201483,0.979852,-0.340491
0.0202606,0.979739,-0.341454
0.0203731,0.979627,-0.342416
0.0204859,0.979514,-0.343378
0.0205989,0.979401,-0.34434
0.0207122,0.979288,-0.345301
0.0208258,0.979174,-0.346263
0.0209397,0.97906,-0.347224
0.0210539,0.978946,-0.348185
0.0211683,0.978832,-0.349146
0.021283,0.978717,-0.350106
0.0213979,0.978602,-0.351067
0.0215131,0.978487,-0.352027
0.0216286,0.978371,-0.352987
0.0217444,0.978256,-0.353947
0.0218604,0.97814,-0.354906
0.0219767,0.978023,-0.355866
0.0220933,0.977907,-0.356825
0.0222101,0.97779,-0.357784
0.0223272,0.977673,-0.358743
0.0224446,0.977555,-0.359702
0.0225622,0.977438,-0.36066
0.0226801,0.97732,-0.361618
0.0227983,0.977202,-0.362576
0.0229168,0.977083,-0.363534
0.0230355,0.976965,-0.364492
0.0231544,0.976846,-0.365449
0.0232736,0.976726,-0.366406
0.0233931,0.976607,-0.367363
0.0235129,0.976487,-0.36832
0.0236329,0.976367,-0.369277
0.0237532,0.976247,-0.370233
0.0238737,0.976126,-0.371189
0.0239945,0.976005,-0.372145
0.0241156,0.975884,-0.373101
0.0242369,0.975763,-0.374057
0.0243585,0.975641,-0.375012
0.0244804,0.97552,-0.375967
0.0246025,0.975398,-0.376922
0.0247249,0.975275,-0.377877
0.0248475,0.975153,-0.378832
0.0249704,0.97503,-0.379786
0.0250935,0.974906,-0.38074
0.0252169,0.974783,-0.381694
0.0253406,0.974659,-0.382648
0.0254645,0.974535,-0.383601
0.0255887,0.974411,-0.384555
0.0257131,0.974287,-0.385508
0.0258378,0.974162,-0.386461
0.0259628,0.974037,-0.387414
0.026088,0.973912,-0.388366
0.0262134,0.973787,-0.389318
0.0263391,0.973661,-0.39027
0.0264651,0.973535,-0.391222
0.0265913,0.973409,-0.392174
0.0267178,0.973282,-0.393125
0.0268445,0.973156,-0.394077
0.0269715,0.973029,-0.395028
0.0270987,0.972901,-0.395978
0.0272262,0.972774,-0.396929
0.0273539,0.972646,-0.397879
0.0274819,0.972518,-0.39883
0.0276101,0.97239,-0.39978
0.0277386,0.972261,-0.400729
0.0278673,0.972133,-0.401679
0.0279963,0.972004,-0.402628
0.0281256,0.971874,-0.403577
0.028255,0.971745,-0.404526
0.0283848,0.971615,-0.405475
0.0285148,0.971485,-0.406423
0.028645,0.971355,-0.407372
0.0287755,0.971225,-0.40832
0.0289062,0.971094,-0.409268
0.0290371,0.970963,-0.410215
0.0291684,0.970832,-0.411163
0.0292998,0.9707,-0.41211
0.0294315,0.970568,-0.413057
0.0295635,0.970437,-0.414004
0.0296957,0.970304,-0.41495
0.0298281,0.970172,-0.415897
0.0299608,0.970039,-0.416843
0.0300937,0.969906,-0.417789
0.0302269,0.969773,-0.418734
0.0303603,0.96964,-0.41968
0.0304939,0.969506,-0.420625
0.0306278,0.969372,-0.42157
0.030762,0.969238,-0.422515
0.0308963,0.969104,-0.423459
0.0310309,0.968969,-0.424404
0.0311658,0.968834,-0.425348
0.0313009,0.968699,-0.426292
0.0314362,0.968564,-0.427236
0.0315718,0.968428,-0.428179
0.0317076,0.968292,-0.429123
0.0318437,0.968156,-0.430066
0.03198,0.96802,-0.431008
0.0321165,0.967884,-0.431951
0.0322533,0.967747,-0.432894
0.0323903,0.96761,-0.433836
0.0325275,0.967473,-0.434778
0.032665,0.967335,-0.43572
0.0328027,0.967197,-0.436661
0.0329406,0.967059,-0.437602
0.0330788,0.966921,-0.438544
0.0332172,0.966783,-0.439484
0.0333559,0.966644,-0.440425
0.0334947,0.966505,-0.441366
0.0336339,0.966366,-0.442306
0.0337732,0.966227,-0.443246
0.0339128,0.966087,-0.444186
0.0340526,0.965947,-0.445125
0.0341926,0.965807,-0.446065
0.0343329,0.965667,-0.447004
0.0344734,0.965527,-0.447943
0.0346142,0.965386,-0.448881
0.0347551,0.965245,-0.44982
0.0348963,0.965104,-0.450758
0.0350378,0.964962,-0.451696
0.0351794,0.964821,-0.452634
0.0353213,0.964679,-0.453571
0.0354634,0.964537,-0.454509
0.0356057,0.964394,-0.455446
0.0357483,0.964252,-0.456383
0.0358911,0.964109,-0.457319
0.0360341,0.963966,-0.458256
0.0361774,0.963823,-0.459192
0.0363208,0.963679,-0.460128
0.0364645,0.963535,-0.461064
0.0366085,0.963392,-0.461999
0.0367526,0.963247,-0.462935
0.036897,0.963103,-0.46387
0.0370416,0.962958,-0.464805
0.0371864,0.962814,-0.465739
0.0373315,0.962669,-0.466674
0.0374767,0.962523,-0.467608
0.0376222,0.962378,-0.468542
0.0377679,0.962232,-0.469476
0.0379139,0.962086,-0.470409
0.03806,0.96194,-0.471343
0.0382064,0.961794,-0.472276
0.038353,0.961647,-0.473209
0.0384998,0.9615,-0.474141
0.0386468,0.961353,-0.475074
0.0387941,0.961206,-0.476006
0.0389416,0.961058,-0.476938
0.0390893,0.960911,-0.47787
0.0392372,0.960763,-0.478801
0.0393853,0.960615,-0.479732
0.0395337,0.960466,-0.480663
0.0396822,0.960318,-0.481594
0.039831,0.960169,-0.482525
0.03998,0.96002,-0.483455
0.0401292,0.959871,-0.484385
0.0402786,0.959721,-0.485315
0.0404283,0.959572,-0.486245
0.0405781,0.959422,-0.487174
0.0407282,0.959272,-0.488104
0.0408785,0.959121,-0.489033
0.041029,0.958971,-0.489962
0.0411797,0.95882,-0.49089
0.0413307,0.958669,-0.491818
0.0414818,0.958518,-0.492747
0.0416331,0.958367,-0.493674
0.0417847,0.958215,-0.494602
0.0419365,0.958064,-0.495529
0.0420885,0.957912,-0.496457
0.0422407,0.957759,-0.497384
0.0423931,0.957607,-0.49831
0.0425457,0.957454,-0.499237
0.0426985,0.957301,-0.500163
0.0428516,0.957148,-0.501089
0.0430048,0.956995,-0.502015
0.0431583,0.956842,-0.502941
0.0433119,0.956688,-0.503866
0.0434658,0.956534,-0.504791
0.0436199,0.95638,-0.505716
0.0437742,0.956226,-0.506641
0.0439287,0.956071,-0.507565
0.0440834,0.955917,-0.508489
0.0442383,0.955762,-0.509413
0.0443934,0.955607,-0.510337
0.0445487,0.955451,-0.511261
0.0447042,0.955296,-0.512184
0.0448599,0.95514,-0.513107
0.0450159,0.954984,-0.51403
0.045172,0.954828,-0.514952
0.0453283,0.954672,-0.515875
0.0454849,0.954515,-0.516797
0.0456416,0.954358,-0.517719
0.0457986,0.954201,-0.51864
0.0459557,0.954044,-0.519562
0.0461131,0.953887,-0.520483
0.0462706,0.953729,-0.521404
0.0464284,0.953572,-0.522325
0.0465863,0.953414,-0.523245
0.0467445,0.953256,-0.524166
0.0469028,0.953097,-0.525086
0.0470613,0.952939,-0.526006
0.0472201,0.95278,-0.526925
0.047379,0.952621,-0.527845
0.0475382,0.952462,-0.528764
0.0476975,0.952302,-0.529683
0.0478571,0.952143,-0.530601
0.0480168,0.951983,-0.53152
0.0481767,0.951823,-0.532438
0.0483369,0.951663,-0.533356
0.0484972,0.951503,-0.534274
0.0486577,0.951342,-0.535191
0.0488184,0.951182,-0.536109
0.0489793,0.951021,-0.537026
0.0491404,0.95086,-0.537942
0.0493017,0.950698,-0.538859
0.0494632,0.950537,-0.539775
0.0496249,0.950375,-0.540692
0.0497868,0.950213,-0.541607
0.0499489,0.950051,-0.542523
0.0501111,0.949889,-0.543439
0.0502736,0.949726,-0.544354
0.0504363,0.949564,-0.545269
0.0505991,0.949401,-0.546184
0.0507621,0.949238,-0.547098
0.0509253,0.949075,-0.548012
0.0510888,0.948911,-0.548926
0.0512524,0.948748,-0.54984
0.0514162,0.948584,-0.550754
0.0515801,0.94842,-0.551667
0.0517443,0.948256,-0.55258
0.0519087,0.948091,-0.553493
0.0520732,0.947927,-0.554406
0.0522379,0.947762,-0.555318
0.0524029,0.947597,-0.55623
0.052568,0.947432,-0.557142
0.0527333,0.947267,-0.558054
0.0528988,0.947101,-0.558966
0.0530644,0.946936,-0.559877
0.0532303,0.94677,-0.560788
0.0533963,0.946604,-0.561699
0.0535625,0.946437,-0.562609
0.0537289,0.946271,-0.56352
0.0538955,0.946104,-0.56443
0.0540623,0.945938,-0.565339
0.0542293,0.945771,-0.566249
0.0543964,0.945604,-0.567159
0.0545637,0.945436,-0.568068
0.0547313,0.945269,-0.568977
0.0548989,0.945101,-0.569885
0.0550668,0.944933,-0.570794
0.0552349,0.944765,-0.571702
0.0554031,0.944597,-0.57261
0.0555715,0.944428,-0.573518
0.0557401,0.94426,-0.574425
0.0559089,0.944091,-0.575333
0.0560779,0.943922,-0.57624
0.056247,0.943753,-0.577147
0.0564163,0.943584,-0.578053
0.0565858,0.943414,-0.57896
0.0567555,0.943245,-0.579866
0.0569253,0.943075,-0.580772
0.0570954,0.942905,-0.581677
0.0572656,0.942734,-0.582583
0.0574359,0.942564,-0.583488
0.0576065,0.942393,-0.584393
0.0577772,0.942223,-0.585298
0.0579481,0.942052,-0.586202
0.0581192,0.941881,-0.587106
0.0582905,0.94171,-0.58801
0.0584619,0.941538,-0.588914
0.0586335,0.941366,-0.589818
0.0588053,0.941195,-0.590721
0.0589773,0.941023,-0.591624
0.0591494,0.940851,-0.592527
0.0593217,0.940678,-0.59343
0.0594942,0.940506,-0.594332
0.0596669,0.940333,-0.595234
0.0598397,0.94016,-0.596136
0.0600127,0.939987,-0.597038
0.0601859,0.939814,-0.59794
0.0603592,0.939641,-0.598841
0.0605327,0.939467,-0.599742
0.0607064,0.939294,-0.600643
0.0608802,0.93912,-0.601543
0.0610543,0.938946,-0.602444
0.0612284,0.938772,-0.603344
0.0614028,0.938597,-0.604243
0.0615773,0.938423,-0.605143
0.061752,0.938248,-0.606043
0.0619269,0.938073,-0.606942
0.0621019,0.937898,-0.607841
0.0622771,0.937723,-0.608739
0.0624525,0.937548,-0.609638
0.062628,0.937372,-0.610536
0.0628037,0.937196,-0.611434
0.0629796,0.93702,-0.612332
0.0631556,0.936844,-0.613229
0.0633318,0.936668,-0.614127
0.0635082,0.936492,-0.615024
0.0636847,0.936315,-0.61592
0.0638614,0.936139,-0.616817
0.0640383,0.935962,-0.617713
0.0642153,0.935785,-0.61861
0.0643925,0.935608,-0.619505
0.0645698,0.93543,-0.620401
0.0647474,0.935253,-0.621297
0.064925,0.935075,-0.622192
0.0651029,0.934897,-0.623087
0.0652809,0.934719,-0.623982
0.065459,0.934541,-0.624876
0.0656374,0.934363,-0.62577
0.0658158,0.934184,-0.626664
0.0659945,0.934006,-0.627558
0.0661733,0.933827,-0.628452
0.0663523,0.933648,-0.629345
0.0665314,0.933469,-0.630238
0.0667107,0.933289,-0.631131
0.0668901,0.93311,-0.632024
0.0670697,0.93293,-0.632916
0.0672495,0.932751,-0.633808
0.0674294,0.932571,-0.6347
0.0676095,0.932391,-0.635592
0.0677897,0.93221,-0.636484
0.0679701,0.93203,-0.637375
0.0681507,0.931849,-0.638266
0.0683314,0.931669,-0.639157
0.0685122,0.931488,-0.640047
0.0686932,0.931307,-0.640938
0.0688744,0.931126,-0.641828
0.0690557,0.930944,-0.642718
0.0692372,0.930763,-0.643607
0.0694189,0.930581,-0.644497
0.0696007,0.930399,-0.645386
0.0697826,0.930217,-0.646275
0.0699647,0.930035,-0.647163
0.070147,0.929853,-0.648052
0.0703294,0.929671,-0.64894
0.0705119,0.929488,-0.649828
0.0706947,0.929305,-0.650716
0.0708775,0.929122,-0.651604
0.0710605,0.928939,-0.652491
0.0712437,0.928756,-0.653378
0.071427,0.928573,-0.654265
0.0716105,0.928389,-0.655152
0.0717941,0.928206,-0.656038
0.0719779,0.928022,-0.656924
0.0721618,0.927838,-0.65781
0.0723459,0.927654,-0.658696
0.0725301,0.92747,-0.659581
0.0727145,0.927285,-0.660467
0.072899,0.927101,-0.661352
0.0730837,0.926916,-0.662236
0.0732685,0.926731,-0.663121
0.0734535,0.926547,-0.664005
0.0736386,0.926361,-0.664889
0.0738239,0.926176,-0.665773
0.0740093,0.925991,-0.666657
0.0741948,0.925805,-0.66754
0.0743805,0.925619,-0.668424
0.0745664,0.925434,-0.669307
0.0747524,0.925248,-0.670189
0.0749385,0.925061,-0.671072
0.0751248,0.924875,-0.671954
0.0753112,0.924689,-0.672836
0.0754978,0.924502,-0.673718
0.0756845,0.924315,-0.6746
0.0758714,0.924129,-0.675481
0.0760584,0.923942,-0.676362
0.0762456,0.923754,-0.677243
0.0764329,0.923567,-0.678124
0.0766203,0.92338,-0.679004
0.0768079,0.923192,-0.679884
0.0769956,0.923004,-0.680764
0.0771835,0.922817,-0.681644
0.0773715,0.922629,-0.682524
0.0775596,0.92244,-0.683403
0.0777479,0.922252,-0.684282
0.0779364,0.922064,-0.685161
0.0781249,0.921875,-0.686039
0.0783136,0.921686,-0.686918
0.0785025,0.921498,-0.687796
0.0786915,0.921309,-0.688674
0.0788806,0.921119,-0.689551
0.0790699,0.92093,-0.690429
0.0792593,0.920741,-0.691306
0.0794488,0.920551,-0.692183
0.0796385,0.920361,-0.69306
0.0798284,0.920172,-0.693937
0.0800183,0.919982,-0.694813
0.0802084,0.919792,-0.695689
0.0803987,0.919601,-0.696565
0.080589,0.919411,-0.697441
0.0807795,0.91922,-0.698316
0.0809702,0.91903,-0.699191
0.081161,0.918839,-0.700066
0.0813519,0.918648,-0.700941
0.081543,0.918457,-0.701815
0.0817341,0.918266,-0.70269
0.0819255,0.918075,-0.703564
0.0821169,0.917883,-0.704438
0.0823085,0.917691,-0.705311
0.0825003,0.9175,-0.706185
0.0826921,0.917308,-0.707058
0.0828841,0.917116,-0.707931
0.0830762,0.916924,-0.708803
0.0832685,0.916731,-0.709676
0.0834609,0.916539,-0.710548
0.0836534,0.916347,-0.71142
0.0838461,0.916154,-0.712292
0.0840389,0.915961,-0.713164
0.0842318,0.915768,-0.714035
0.0844249,0.915575,-0.714906
0.084618,0.915382,-0.715777
0.0848114,0.915189,-0.716648
0.0850048,0.914995,-0.717518
0.0851984,0.914802,-0.718388
0.0853921,0.914608,-0.719258
0.0855859,0.914414,-0.720128
0.0857799,0.91422,-0.720998
0.085974,0.914026,-0.721867
0.0861682,0.913832,-0.722736
0.0863626,0.913637,-0.723605
0.0865571,0.913443,-0.724473
0.0867517,0.913248,-0.725342
0.0869464,0.913054,-0.72621
0.0871413,0.912859,-0.727078
0.0873363,0.912664,-0.727946
0.0875314,0.912469,-0.728813
0.0877266,0.912273,-0.729681
0.087922,0.912078,-0.730548
0.0881175,0.911882,-0.731415
0.0883131,0.911687,-0.732281
0.0885089,0.911491,-0.733148
0.0887048,0.911295,-0.734014
0.0889008,0.911099,-0.73488
0.0890969,0.910903,-0.735746
0.0892932,0.910707,-0.736611
0.0894895,0.91051,-0.737476
0.089686,0.910314,-0.738341
0.0898827,0.910117,-0.739206
0.0900794,0.909921,-0.740071
0.0902763,0.909724,-0.740935
0.0904733,0.909527,-0.741799
0.0906704,0.90933,-0.742663
0.0908676,0.909132,-0.743527
0.091065,0.908935,-0.744391
0.0912625,0.908738,-0.745254
0.0914601,0.90854,-0.746117
0.0916578,0.908342,-0.74698
0.0918557,0.908144,-0.747842
0.0920536,0.907946,-0.748705
0.0922517,0.907748,-0.749567
0.0924499,0.90755,-0.750429
0.0926483,0.907352,-0.751291
0.0928467,0.907153,-0.752152
0.0930453,0.906955,-0.753014
0.093244,0.906756,-0.753875
0.0934428,0.906557,-0.754735
0.0936417,0.906358,-0.755596
0.0938408,0.906159,-0.756457
0.0940399,0.90596,-0.757317
0.0942392,0.905761,-0.758177
0.0944386,0.905561,-0.759036
0.0946382,0.905362,-0.759896
0.0948378,0.905162,-0.760755
0.0950375,0.904962,-0.761614
0.0952374,0.904763,-0.762473
0.0954374,0.904563,-0.763332
0.0956375,0.904362,-0.76419
0.0958377,0.904162,-0.765048
0.0960381,0.903962,-0.765906
0.0962385,0.903761,-0.766764
0.0964391,0.903561,-0.767622
0.0966398,0.90336,-0.768479
0.0968406,0.903159,-0.769336
0.0970415,0.902958,-0.770193
0.0972425,0.902757,-0.77105
