x,y,z
0.982251,0.0177492,0.31927
0.982145,0.0178553,0.320237
0.982038,0.0179617,0.321203
0.981932,0.0180684,0.322169
0.981825,0.0181754,0.323135
0.981717,0.0182826,0.324101
0.98161,0.0183901,0.325067
0.981502,0.0184979,0.326032
0.981394,0.018606,0.326997
0.981286,0.0187144,0.327963
0.981177,0.018823,0.328927
0.981068,0.0189319,0.329892
0.980959,0.0190411,0.330857
0.980849,0.0191506,0.331821
0.98074,0.0192604,0.332785
0.98063,0.0193704,0.333749
0.980519,0.0194807,0.334713
0.980409,0.0195913,0.335676
0.980298,0.0197021,0.33664
0.980187,0.0198133,0.337603
0.980075,0.0199247,0.338566
0.979964,0.0200364,0.339529
0.979852,0.0201483,0.340491
0.979739,0.0202606,0.341454
0.979627,0.0203731,0.342416
0.979514,0.0204859,0.343378
0.979401,0.0205989,0.34434
0.979288,0.0207122,0.345301
0.979174,0.0208258,0.346263
0.97906,0.0209397,0.347224
0.978946,0.0210539,0.348185
0.978832,0.0211683,0.349146
0.978717,0.021283,0.350106
0.978602,0.0213979,0.351067
0.978487,0.0215131,0.352027
0.978371,0.0216286,0.352987
0.978256,0.0217444,0.353947
0.97814,0.0218604,0.354906
0.978023,0.0219767,0.355866
0.977907,0.0220933,0.356825
0.97779,0.0222101,0.357784
0.977673,0.0223272,0.358743
0.977555,0.0224446,0.359702
0.977438,0.0225622,0.36066
0.97732,0.0226801,0.361618
0.977202,0.0227983,0.362576
0.977083,0.0229168,0.363534
0.976965,0.0230355,0.364492
0.976846,0.0231544,0.365449
0.976726,0.0232736,0.366406
0.976607,0.0233931,0.367363
0.976487,0.0235129,0.36832
0.976367,0.0236329,0.369277
0.976247,0.0237532,0.370233
0.976126,0.0238737,0.371189
0.976005,0.0239945,0.372145
0.975884,0.0241156,0.373101
0.975763,0.0242369,0.374057
0.975641,0.0243585,0.375012
0.97552,0.0244804,0.375967
0.975398,0.0246025,0.376922
0.975275,0.0247249,0.377877
0.975153,0.0248475,0.378832
0.97503,0.0249704,0.379786
0.974906,0.0250935,0.38074
0.974783,0.0252169,0.381694
0.974659,0.0253406,0.382648
0.974535,0.0254645,0.383601
0.974411,0.0255887,0.384555
0.974287,0.0257131,0.385508
0.974162,0.0258378,0.386461
0.974037,0.0259628,0.387414
0.973912,0.026088,0.388366
0.973787,0.0262134,0.389318
0.973661,0.0263391,0.39027
0.973535,0.0264651,0.391222
0.973409,0.0265913,0.392174
0.973282,0.0267178,0.393125
0.973156,0.0268445,0.394077
0.973029,0.0269715,0.395028
0.972901,0.0270987,0.395978
0.972774,0.0272262,0.396929
0.972646,0.0273539,0.397879
0.972518,0.0274819,0.39883
0.97239,0.0276101,0.39978
0.972261,0.0277386,0.400729
0.972133,0.0278673,0.401679
0.972004,0.0279963,0.402628
0.971874,0.0281256,0.403577
0.971745,0.028255,0.404526
0.971615,0.0283848,0.405475
0.971485,0.0285148,0.406423
0.971355,0.028645,0.407372
0.971225,0.0287755,0.40832
0.971094,0.0289062,0.409268
0.970963,0.0290371,0.410215
0.970832,0.0291684,0.411163
0.9707,0.0292998,0.41211
0.970568,0.0294315,0.413057
0.970437,0.0295635,0.414004
0.970304,0.0296957,0.41495
0.970172,0.0298281,0.415897
0.970039,0.0299608,0.416843
0.969906,0.0300937,0.417789
0.969773,0.0302269,0.418734
0.96964,0.0303603,0.41968
0.969506,0.0304939,0.420625
0.969372,0.0306278,0.42157
0.969238,0.030762,0.422515
0.969104,0.0308963,0.423459
0.968969,0.0310309,0.424404
0.968834,0.0311658,0.425348
0.968699,0.0313009,0.426292
0.968564,0.0314362,0.427236
0.968428,0.0315718,0.428179
0.968292,0.0317076,0.429123
0.968156,0.0318437,0.430066
0.96802,0.03198,0.431008
0.967884,0.0321165,0.431951
0.967747,0.0322533,0.432894
0.96761,0.0323903,0.433836
0.967473,0.0325275,0.434778
0.967335,0.032665,0.43572
0.967197,0.0328027,0.436661
0.967059,0.0329406,0.437602
0.966921,0.0330788,0.438544
0.966783,0.0332172,0.439484
0.966644,0.0333559,0.440425
0.966505,0.0334947,0.441366
0.966366,0.0336339,0.442306
0.966227,0.0337732,0.443246
0.966087,0.0339128,0.444186
0.965947,0.0340526,0.445125
0.965807,0.0341926,0.446065
0.965667,0.0343329,0.447004
0.965527,0.0344734,0.447943
0.965386,0.0346142,0.448881
0.965245,0.0347551,0.44982
0.965104,0.0348963,0.450758
0.964962,0.0350378,0.451696
0.964821,0.0351794,0.452634
0.964679,0.0353213,0.453571
0.964537,0.0354634,0.454509
0.964394,0.0356057,0.455446
0.964252,0.0357483,0.456383
0.964109,0.0358911,0.457319
0.963966,0.0360341,0.458256
0.963823,0.0361774,0.459192
0.963679,0.0363208,0.460128
0.963535,0.0364645,0.461064
0.963392,0.0366085,0.461999
0.963247,0.0367526,0.462935
0.963103,0.036897,0.46387
0.962958,0.0370416,0.464805
0.962814,0.0371864,0.465739
0.962669,0.0373315,0.466674
0.962523,0.0374767,0.467608
0.962378,0.0376222,0.468542
0.962232,0.0377679,0.469476
0.962086,0.0379139,0.470409
0.96194,0.03806,0.471343
0.961794,0.0382064,0.472276
0.961647,0.038353,0.473209
0.9615,0.0384998,0.474141
0.961353,0.0386468,0.475074
0.961206,0.0387941,0.476006
0.961058,0.0389416,0.476938
0.960911,0.0390893,0.47787
0.960763,0.0392372,0.478801
0.960615,0.0393853,0.479732
0.960466,0.0395337,0.480663
0.960318,0.0396822,0.481594
0.960169,0.039831,0.482525
0.96002,0.03998,0.483455
0.959871,0.0401292,0.484385
0.959721,0.0402786,0.485315
0.959572,0.0404283,0.486245
0.959422,0.0405781,0.487174
0.959272,0.0407282,0.488104
0.959121,0.0408785,0.489033
0.958971,0.041029,0.489962
0.95882,0.0411797,0.49089
0.958669,0.0413307,0.491818
0.958518,0.0414818,0.492747
0.958367,0.0416331,0.493674
0.958215,0.0417847,0.494602
0.958064,0.0419365,0.495529
0.957912,0.0420885,0.496457
0.957759,0.0422407,0.497384
0.957607,0.0423931,0.49831
0.957454,0.0425457,0.499237
0.957301,0.0426985,0.500163
0.957148,0.0428516,0.501089
0.956995,0.0430048,0.502015
0.956842,0.0431583,0.502941
0.956688,0.0433119,0.503866
0.956534,0.0434658,0.504791
0.95638,0.0436199,0.505716
0.956226,0.0437742,0.506641
0.956071,0.0439287,0.507565
0.955917,0.0440834,0.508489
0.955762,0.0442383,0.509413
0.955607,0.0443934,0.510337
0.955451,0.0445487,0.511261
0.955296,0.0447042,0.512184
0.95514,0.0448599,0.513107
0.954984,0.0450159,0.51403
0.954828,0.045172,0.514952
0.954672,0.0453283,0.515875
0.954515,0.0454849,0.516797
0.954358,0.0456416,0.517719
0.954201,0.0457986,0.51864
0.954044,0.0459557,0.519562
0.953887,0.0461131,0.520483
0.953729,0.0462706,0.521404
0.953572,0.0464284,0.522325
0.953414,0.0465863,0.523245
0.953256,0.0467445,0.524166
0.953097,0.0469028,0.525086
0.952939,0.0470613,0.526006
0.95278,0.0472201,0.526925
0.952621,0.047379,0.527845
0.952462,0.0475382,0.528764
0.952302,0.0476975,0.529683
0.952143,0.0478571,0.530601
0.951983,0.0480168,0.53152
0.951823,0.0481767,0.532438
0.951663,0.0483369,0.533356
0.951503,0.0484972,0.534274
0.951342,0.0486577,0.535191
0.951182,0.0488184,0.536109
0.951021,0.0489793,0.537026
0.95086,0.0491404,0.537942
0.950698,0.0493017,0.538859
0.950537,0.0494632,0.539775
0.950375,0.0496249,0.540692
0.950213,0.0497868,0.541607
0.950051,0.0499489,0.542523
0.949889,0.0501111,0.543439
0.949726,0.0502736,0.544354
0.949564,0.0504363,0.545269
0.949401,0.0505991,0.546184
0.949238,0.0507621,0.547098
0.949075,0.0509253,0.548012
0.948911,0.0510888,0.548926
0.948748,0.0512524,0.54984
0.948584,0.0514162,0.550754
0.94842,0.0515801,0.551667
0.948256,0.0517443,0.55258
0.948091,0.0519087,0.553493
0.947927,0.0520732,0.554406
0.947762,0.0522379,0.555318
0.947597,0.0524029,0.55623
0.947432,0.052568,0.557142
0.947267,0.0527333,0.558054
0.947101,0.0528988,0.558966
0.946936,0.0530644,0.559877
0.94677,0.0532303,0.560788
0.946604,0.0533963,0.561699
0.946437,0.0535625,0.562609
0.946271,0.0537289,0.56352
0.946104,0.0538955,0.56443
0.945938,0.0540623,0.565339
0.945771,0.0542293,0.566249
0.945604,0.0543964,0.567159
0.945436,0.0545637,0.568068
0.945269,0.0547313,0.568977
0.945101,0.0548989,0.569885
0.944933,0.0550668,0.570794
0.944765,0.0552349,0.571702
0.944597,0.0554031,0.57261
0.944428,0.0555715,0.573518
0.94426,0.0557401,0.574425
0.944091,0.0559089,0.575333
0.943922,0.0560779,0.57624
0.943753,0.056247,0.577147
0.943584,0.0564163,0.578053
0.943414,0.0565858,0.57896
0.943245,0.0567555,0.579866
0.943075,0.0569253,0.580772
0.942905,0.0570954,0.581677
0.942734,0.0572656,0.582583
0.942564,0.0574359,0.583488
0.942393,0.0576065,0.584393
0.942223,0.0577772,0.585298
0.942052,0.0579481,0.586202
0.941881,0.0581192,0.587106
0.94171,0.0582905,0.58801
0.941538,0.0584619,0.588914
0.941366,0.0586335,0.589818
0.941195,0.0588053,0.590721
0.941023,0.0589773,0.591624
0.940851,0.0591494,0.592527
0.940678,0.0593217,0.59343
0.940506,0.0594942,0.594332
0.940333,0.0596669,0.595234
0.94016,0.0598397,0.596136
0.939987,0.0600127,0.597038
0.939814,0.0601859,0.59794
0.939641,0.0603592,0.598841
0.939467,0.0605327,0.599742
0.939294,0.0607064,0.600643
0.93912,0.0608802,0.601543
0.938946,0.0610543,0.602444
0.938772,0.0612284,0.603344
0.938597,0.0614028,0.604243
0.938423,0.0615773,0.605143
0.938248,0.061752,0.606043
0.938073,0.0619269,0.606942
0.937898,0.0621019,0.607841
0.937723,0.0622771,0.608739
0.937548,0.0624525,0.609638
0.937372,0.062628,0.610536
0.937196,0.0628037,0.611434
0.93702,0.0629796,0.612332
0.936844,0.0631556,0.613229
0.936668,0.0633318,0.614127
0.936492,0.0635082,0.615024
0.936315,0.0636847,0.61592
0.936139,0.0638614,0.616817
0.935962,0.0640383,0.617713
0.935785,0.0642153,0.61861
0.935608,0.0643925,0.619505
0.93543,0.0645698,0.620401
0.935253,0.0647474,0.621297
0.935075,0.064925,0.622192
0.934897,0.0651029,0.623087
0.934719,0.0652809,0.623982
0.934541,0.065459,0.624876
0.934363,0.0656374,0.62577
0.934184,0.0658158,0.626664
0.934006,0.0659945,0.627558
0.933827,0.0661733,0.628452
0.933648,0.0663523,0.629345
0.933469,0.0665314,0.630238
0.933289,0.0667107,0.631131
0.93311,0.0668901,0.632024
0.93293,0.0670697,0.632916
0.932751,0.0672495,0.633808
0.932571,0.0674294,0.6347
0.932391,0.0676095,0.635592
0.93221,0.0677897,0.636484
0.93203,0.0679701,0.637375
0.931849,0.0681507,0.638266
0.931669,0.0683314,0.639157
0.931488,0.0685122,0.640047
0.931307,0.0686932,0.640938
0.931126,0.0688744,0.641828
0.930944,0.0690557,0.642718
0.930763,0.0692372,0.643607
0.930581,0.0694189,0.644497
0.930399,0.0696007,0.645386
0.930217,0.0697826,0.646275
0.930035,0.0699647,0.647163
0.929853,0.070147,0.648052
0.929671,0.0703294,0.64894
0.929488,0.0705119,0.649828
0.929305,0.0706947,0.650716
0.929122,0.0708775,0.651604
0.928939,0.0710605,0.652491
0.928756,0.0712437,0.653378
0.928573,0.071427,0.654265
0.928389,0.0716105,0.655152
0.928206,0.0717941,0.656038
0.928022,0.0719779,0.656924
0.927838,0.0721618,0.65781
0.927654,0.0723459,0.658696
0.92747,0.0725301,0.659581
0.927285,0.0727145,0.660467
0.927101,0.072899,0.661352
0.926916,0.0730837,0.662236
0.926731,0.0732685,0.663121
0.926547,0.0734535,0.664005
0.926361,0.0736386,0.664889
0.926176,0.0738239,0.665773
0.925991,0.0740093,0.666657
0.925805,0.0741948,0.66754
0.925619,0.0743805,0.668424
0.925434,0.0745664,0.669307
0.925248,0.0747524,0.670189
0.925061,0.0749385,0.671072
0.924875,0.0751248,0.671954
0.924689,0.0753112,0.672836
0.924502,0.0754978,0.673718
0.924315,0.0756845,0.6746
0.924129,0.0758714,0.675481
0.923942,0.0760584,0.676362
0.923754,0.0762456,0.677243
0.923567,0.0764329,0.678124
0.92338,0.0766203,0.679004
0.923192,0.0768079,0.679884
0.923004,0.0769956,0.680764
0.922817,0.0771835,0.681644
0.922629,0.0773715,0.682524
0.92244,0.0775596,0.683403
0.922252,0.0777479,0.684282
0.922064,0.0779364,0.685161
0.921875,0.0781249,0.686039
0.921686,0.0783136,0.686918
0.921498,0.0785025,0.687796
0.921309,0.0786915,0.688674
0.921119,0.0788806,0.689551
0.92093,0.0790699,0.690429
0.920741,0.0792593,0.691306
0.920551,0.0794488,0.692183
0.920361,0.0796385,0.69306
0.920172,0.0798284,0.693937
0.919982,0.0800183,0.694813
0.919792,0.0802084,0.695689
0.919601,0.0803987,0.696565
0.919411,0.080589,0.697441
0.91922,0.0807795,0.698316
0.91903,0.0809702,0.699191
0.918839,0.081161,0.700066
0.918648,0.0813519,0.700941
0.918457,0.081543,0.701815
0.918266,0.0817341,0.70269
0.918075,0.0819255,0.703564
0.917883,0.0821169,0.704438
0.917691,0.0823085,0.705311
0.9175,0.0825003,0.706185
0.917308,0.0826921,0.707058
0.917116,0.0828841,0.707931
0.916924,0.0830762,0.708803
0.916731,0.0832685,0.709676
0.916539,0.0834609,0.710548
0.916347,0.0836534,0.71142
0.916154,0.0838461,0.712292
0.915961,0.0840389,0.713164
0.915768,0.0842318,0.714035
0.915575,0.0844249,0.714906
0.915382,0.084618,0.715777
0.915189,0.0848114,0.716648
0.914995,0.0850048,0.717518
0.914802,0.0851984,0.718388
0.914608,0.0853921,0.719258
0.914414,0.0855859,0.720128
0.91422,0.0857799,0.720998
0.914026,0.085974,0.721867
0.913832,0.0861682,0.722736
0.913637,0.0863626,0.723605
0.913443,0.0865571,0.724473
0.913248,0.0867517,0.725342
0.913054,0.0869464,0.72621
0.912859,0.0871413,0.727078
0.912664,0.0873363,0.727946
0.912469,0.0875314,0.728813
0.912273,0.0877266,0.729681
0.912078,0.087922,0.730548
0.911882,0.0881175,0.731415
0.911687,0.0883131,0.732281
0.911491,0.0885089,0.733148
0.911295,0.0887048,0.734014
0.911099,0.0889008,0.73488
0.910903,0.0890969,0.735746
0.910707,0.0892932,0.736611
0.91051,0.0894895,0.737476
0.910314,0.089686,0.738341
0.910117,0.0898827,0.739206
0.909921,0.0900794,0.740071
0.909724,0.0902763,0.740935
0.909527,0.0904733,0.741799
0.90933,0.0906704,0.742663
0.909132,0.0908676,0.743527
0.908935,0.091065,0.744391
0.908738,0.0912625,0.745254
0.90854,0.0914601,0.746117
0.908342,0.0916578,0.74698
0.908144,0.0918557,0.747842
0.907946,0.0920536,0.748705
0.907748,0.0922517,0.749567
0.90755,0.0924499,0.750429
0.907352,0.0926483,0.751291
0.907153,0.0928467,0.752152
0.906955,0.0930453,0.753014
0.906756,0.093244,0.753875
0.906557,0.0934428,0.754735
0.906358,0.0936417,0.755596
0.906159,0.0938408,0.756457
0.90596,0.0940399,0.757317
0.905761,0.0942392,0.758177
0.905561,0.0944386,0.759036
0.905362,0.0946382,0.759896
0.905162,0.0948378,0.760755
0.904962,0.0950375,0.761614
0.904763,0.0952374,0.762473
0.904563,0.0954374,0.763332
0.904362,0.0956375,0.76419
0.904162,0.0958377,0.765048
0.903962,0.0960381,0.765906
0.903761,0.0962385,0.766764
0.903561,0.0964391,0.767622
0.90336,0.0966398,0.768479
0.903159,0.0968406,0.769336
0.902958,0.0970415,0.770193
0.902757,0.0972425,0.77105
0.902556,0.0974437,0.771906
0.902355,0.0976449,0.772762
0.902154,0.0978463,0.773618
0.901952,0.0980478,0.774474
0.901751,0.0982494,0.77533
0.901549,0.0984511,0.776185
0.901347,0.0986529,0.77704
0.901145,0.0988549,0.777895
0.900943,0.0990569,0.77875
0.900741,0.0992591,0.779604
0.900539,0.0994614,0.780459
0.900336,0.0996638,0.781313
0.900134,0.0998663,0.782167
0.899931,0.100069,0.78302
0.899728,0.100272,0.783874
0.899526,0.100474,0.784727
0.899323,0.100677,0.78558
0.89912,0.10088,0.786433
0.898916,0.101084,0.787285
0.898713,0.101287,0.788137
0.89851,0.10149,0.78899
0.898306,0.101694,0.789841
0.898103,0.101897,0.790693
0.897899,0.102101,0.791545
0.897695,0.102305,0.792396
0.897491,0.102509,0.793247
0.897287,0.102713,0.794098
0.897083,0.102917,0.794948
0.896879,0.103121,0.795799
0.896674,0.103326,0.796649
0.89647,0.10353,0.797499
0.896265,0.103735,0.798348
0.896061,0.103939,0.799198
0.895856,0.104144,0.800047
0.895651,0.104349,0.800896
0.895446,0.104554,0.801745
0.895241,0.104759,0.802594
0.895036,0.104964,0.803442
0.89483,0.10517,0.80429
0.894625,0.105375,0.805138
0.89442,0.10558,0.805986
0.894214,0.105786,0.806834
0.894008,0.105992,0.807681
0.893802,0.106198,0.808528
0.893596,0.106404,0.809375
0.89339,0.10661,0.810222
0.893184,0.106816,0.811069
0.892978,0.107022,0.811915
0.892772,0.107228,0.812761
0.892565,0.107435,0.813607
0.892359,0.107641,0.814452
0.892152,0.107848,0.815298
0.891945,0.108055,0.816143
